snr_db,examples,accuracy,macro_f1
-6.0,197,0.4010152284263959,0.33671016722291747
0.0,200,0.475,0.4156218594597946
6.0,208,0.6442307692307693,0.5413399157785577
12.0,203,0.5862068965517241,0.5166074195127122
18.0,192,0.6145833333333334,0.5445261178788084
