5,3,5,0,1,0,0,1
5,3,4,3,0,0,0,0
5,3,5,2,0,0,0,0
2,2,1,4,6,0,0,0
2,0,0,3,10,0,0,0
2,0,0,0,0,11,1,1
0,0,0,0,0,1,11,3
1,0,0,1,0,3,0,10
