3,1,9,0,1,1,0,0
4,0,6,3,2,0,0,0
3,4,4,3,0,1,0,0
1,0,1,4,9,0,0,0
0,0,1,6,8,0,0,0
0,0,1,1,0,9,2,2
0,0,0,1,0,0,13,1
0,0,0,1,0,2,2,10
