5,3,5,1,1,0,0,0
4,3,4,3,1,0,0,0
3,6,3,2,1,0,0,0
1,0,0,3,11,0,0,0
1,0,0,8,6,0,0,0
2,0,1,0,0,10,0,2
0,0,0,0,0,0,12,3
0,0,1,0,0,4,0,10
