554,16,586,29,75,35,16,66,71,358,12
11,1000,382,3,4,36,8,5,4,9,357
13,35,1639,27,20,19,16,3,7,24,16
37,13,606,902,22,17,89,32,43,44,13
51,22,557,14,958,85,12,25,30,48,16
17,44,505,8,51,1078,10,10,14,9,72
16,23,422,99,8,17,1140,19,40,21,13
119,10,391,38,43,23,21,587,506,72,8
91,8,260,31,29,22,51,373,881,63,9
359,24,602,37,93,25,19,71,54,528,6
8,563,420,7,15,109,4,5,4,8,675
