520,9,688,17,57,20,11,67,51,370,8
6,1118,454,0,7,25,0,1,2,3,203
3,17,1775,1,3,2,3,0,0,5,10
28,14,713,874,11,5,63,28,29,48,5
45,11,651,3,948,74,2,8,19,43,14
9,33,596,4,38,1046,1,4,7,7,73
10,17,516,77,9,7,1105,22,31,13,11
137,9,487,19,25,9,8,542,507,71,4
93,10,338,23,23,11,29,378,856,53,4
338,19,718,22,64,12,6,47,54,531,7
6,737,484,2,8,128,2,0,0,4,447
