2649,3,1523,304,182,41,4,33,40,220,1
4,2813,1366,96,20,125,5,0,0,26,545
22,4,4611,203,60,53,2,0,0,42,3
36,1,1485,3272,65,37,49,0,6,46,3
55,3,1514,192,3106,75,2,1,1,47,4
16,37,1430,121,90,3144,5,0,0,27,130
17,3,1090,544,45,26,3228,2,14,28,3
406,1,950,271,146,36,13,1841,1180,156,0
348,0,586,247,137,28,23,1120,2379,132,0
374,1,1478,328,185,45,7,22,37,2522,1
22,1998,1397,101,35,272,2,0,0,17,1156
