43,1,63,8,14,4,7,8,7,45,0
1,102,50,8,5,2,8,3,0,6,15
1,3,157,5,8,1,13,5,0,7,0
6,0,58,82,11,2,11,8,7,12,3
8,2,52,6,94,16,11,2,3,4,2
2,6,51,7,8,98,12,2,1,1,12
1,0,35,10,5,0,119,17,6,6,1
10,1,29,8,4,1,7,48,80,10,2
8,0,25,8,5,1,7,41,97,8,0
33,0,61,10,10,2,11,9,7,57,0
1,81,45,2,6,9,5,2,0,0,49
