model,condition,examples,accuracy,macro_f1
iq_cnn,heldout_clean,2200,0.37681818181818183,0.3549441001365135
iq_cnn,clean,2200,0.37681818181818183,0.3549441001365135
iq_cnn,low_snr,2200,0.09409090909090909,0.021480605232064628
iq_cnn,narrowband_jam,2200,0.08863636363636364,0.023523806285678805
iq_cnn,broadband_jam,2200,0.17272727272727273,0.12028949019451331
iq_cnn,frequency_offset,2200,0.09227272727272727,0.029006434306929552
iq_cnn,multipath,2200,0.12818181818181817,0.04332654302219519
iq_cnn,impulsive_noise,2200,0.09227272727272727,0.020695267425541865
