snr_db,examples,accuracy,macro_f1
-6.0,803,0.41843088418430885,0.39652212551819727
0.0,761,0.6320630749014454,0.5849717588723424
6.0,811,0.720098643649815,0.6930864895438096
12.0,821,0.761266747868453,0.7270593741422469
18.0,804,0.7313432835820896,0.7160149772945048
