449,23,2,11,11,3,1,0
43,332,27,50,43,2,3,0
48,317,23,49,52,6,5,0
47,71,5,181,188,7,1,0
50,64,2,166,215,2,1,0
1,1,0,0,0,485,1,12
1,0,0,0,0,3,496,0
0,0,0,0,0,67,0,433
