model,condition,examples,accuracy,macro_f1
iq_cnn,heldout_clean,4000,0.6535,0.6232038204875396
iq_cnn,clean,4000,0.6535,0.6232038204875396
iq_cnn,low_snr,4000,0.41425,0.3971112211845525
iq_cnn,narrowband_jam,4000,0.2045,0.14884371138647196
iq_cnn,broadband_jam,4000,0.5075,0.48327201406675524
iq_cnn,frequency_offset,4000,0.246,0.17886990620442308
iq_cnn,multipath,4000,0.44975,0.448028089948897
iq_cnn,impulsive_noise,4000,0.218,0.18758352489668856
